numero di parole,PAROLE_ESSENZIALI,1sost2Verbi3Agg4Avv,PAROLA,LetteraIniziale,ContieneDoppie,CosaE,DeMauro,COLFISfASS,Nsillabe,Sillaba1,Sillaba2,Sillaba3,Sillaba4,Sillaba5,Sillaba6,NonParola1_similexfinale,NonParola2_similexiniziali,FRASE,ChiCosComDovQuaPer,ChiCosComDovQuaPerCorr,ChiCosComDovQuaPerErr1,ChiCosComDovQuaPerErr2,,FrasiOhO,FraseOhO,corretta,errata,,articoloIndizio,fraseArticoli,par_F_sing,par_F_plur,par_M_sing,par_M_plur,,CECISONOCISARANNO,FraseCECISON,Passato,Presente,Futuro,Indizio_parte_del_testo,Indizio,parte_da_eliminareCORRETTA,Errata1,Errata2,ConsonanteVocale,,PAROLA,1Animali,1Vegetali,2PartidelCorpo,2Abbigliamento,2MangiareeBere,2Mobilia,2MezzoT
1163,1,1,volpi,v,2,s.,4,14,2,vol,pi,,,,,galpi,volna,Le volpi sono animali molto furbi,Sono degli animali molto furbi ...,Le volpi,Le aquile,I camosci,,,,,,,,,,,,,,,,,,,,,,,,CVCCV,,volpi,1,,,,,,
1164,,1,vulcano,v,2,s.,4,29,3,vul,ca,no,,,,gibrano,vulgine,In Italia c'è il vulcano più grande d'Europa,Dov'è il vulcano più grande d'Europa?,In Italia,In Francia,In Spagna,,,,,,,,,,,,,,,,,,,,,,,,CVCCVCV,,vulcano,,,,,,,
1165,1,1,wafer,w,2,s.,2,1,2,wa,fer,,,,,tafer,walap,I wafer sono stati inventati a Bolzano,Cos'è stato inventato a Bolzano?,I wafer,I biscotti,I confetti,,Alessia a volte magia un pacchetto di wafer a merenda ,Alessia a volte magia un pacchetto di wafer ... merenda,A,HA,,,,,,,,,Domani ci saranno dei wafer al cioccolato fatti in casa,Domani ... dei wafer al cioccolato fatti in casa,0,0,1,SI,FUTURO,ci saranno ,ci sono ,c'erano,CVCVC,,wafer,,,,,1,,
1166,1,1,wurstel,w,2,s.,2,2,2,wur,stel,,,,,supster,wurgalt,La mia pizza preferita è quella con i wurstel,Qual è la mia pizza preferita?,Coi Wurstel,Con le patatine ,Col formaggio,,,,,,,,,,,,,,,,,,,,,,,,CVCCCVC,,wurstel,,,,,1,,
1167,,1,water,w,2,s.,4,6,2,wa,ter,,,,,tuter,wagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCVC,,water,,,,,,1,
1168,1,1,yogurt,y,2,s.,2,36,2,yo,gurt,,,,,bicurt,yogast,A Giada piace tanto lo yogurt,Cosa piace tanto a Giada?,Yogurt,Yo yo,Gelato,,A Giada piace tanto lo yogurt,... Giada piace tanto lo yogurt,A,HA,,par_M_sing,A Giada piace tanto lo ...,,cioccolate,yogurt,gelati,,Per merenda ci sarà lo yogurt coi cereali,Per merenda ... lo yogurt coi cereali,0,0,1,NO,FUTURO,ci sarà,c'era,ci sono,CVCVCC,,yogurt,,,,,1,,
1169,,1,youtube,y,2,s.,4,0,,yo,u,tu,be,,,grutube,youbefo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVVCVCV,,youtube,,,,,,,
1170,1,1,zaino,z,2,s.,3,12,2,zai,no,,,,,beono,zaite,Lo zaino è ancora vuoto!,Com'è lo zaino?,Vuoto,Pieno,Vasto,,"Per andare a calcio, Tommaso utilizza lo zaino o la sacca","Per andare a calcio, Tommaso utilizza lo zaino ... la sacca",O,HO,,par_M_sing,Lo ... è ancora vuoto!,,buste,zaino,raccoglitori,,Stasera c'è ancora lo zaino da sistemare,Stasera ... ancora lo zaino da sistemare,0,1,0,NO,PRESENTE,c'è,c'era,ci sono,CVVCV,,zaino,,,,1,,,
1171,1,1,zampa,z,2,s.,3,9,3,zam,pa,,,,,bampa,zanca,Il cervo zoppicava per la zampa ferita,Il cervo si era ferito alla ...,Zampa,Spalla,Testa,,Ho portato a casa il cane con la zampa rotta,Ho portato ... casa il cane con la zampa rotta,A,HA,,par_F_sing,Il cervo zoppicava per la ... ferita,zampa,corna,piede,,,Anni fa c'erano i pantaloni a zampa d'elefante,Anni fa ... i pantaloni a zampa d'elefante,1,0,0,SI,PASSATO,c'erano,ci sono,ci saranno,CVCCV,,zampa,,,,,,,
1172,1,1,zampogna,z,2,s.,2,0,3,zam,po,gna,,,,ponzagna,zampochie,Dario è bravo a suonare la zampogna,Cosa suona Dario?,Zampogna,Tromba,Catalogna,,Dario è bravo a suonare la zampogna,Dario è bravo ... suonare la zampogna,A,HA,,par_F_sing,Dario è bravo a suonare la ...,zampogna,chitarre,,violini,,,,,,,,,,,,CVCCVCCV,,zampogna,,,,,,,
1173,1,1,zanna,z,1,s.,2,1,2,zan,na,,,,,ferna,zango,Gli elefanti hanno zanne lunghissime,Chi ha zanne lunghissime?,Gli elefanti,I cinghiali,I cinghiali,,Tutti gli elefanti hanno le zanne,Tutti gli elefanti ... le zanne,HANNO,ANNO,,par_F_plur,Le ... dell'elefante sono pregiate,orecchia,zanne,zoccolo,,,Nel museo di Storia Naturale c'erano un paio di zanne di elefante,Nel museo di Storia Naturale ... un paio di zanne di elefante,1,0,0,NO,PASSATO,c'erano,ci saranno,c'è,CVCCV,,zanna,,,,,,,
1174,1,1,zanzara,z,2,s.,2,10,3,zan,za,ra,,,,sortara,zanzinu,Le zanzare hanno un pungiglione che utilizzano per pungere,Cosa utilizzano le zanzare per pungere?,Il pungiglione,Il pungidito,Il maniglione,,Le zanzare hanno un pungiglione che utilizzano per pungere,Le zanzare ... un pungiglione che utilizzano per pungere,HANNO,ANNO,,par_F_sing,La ... punge sia gli uomini che gli animali,zanzara,libellule,,mosconi,,Nella foresta ci sono tantissime zanzare,Nella foresta ... tantissime zanzare,0,1,0,NO,PRESENTE,ci sono,ci saranno,c'è,CVCCVCV,,zanzara,1,,,,,,
1175,1,1,zattera,z,1,s.,2,14,3,zat,te,ra,,,,boppera,zatrame,Gli uomini hanno attraversato il fiume con la zattera,Chi ha attraversato il fiume?,Uomini,Donne,Uova,,Gli uomini hanno attraversato il fiume con la zattera,Gli uomini ... attraversato il fiume con la zattera,HANNO,ANNO,,par_F_sing,Gli uomini hanno attraversato il fiume con la ...,zattera,vele,,pinguini,,,,,,,,,,,,CVCCVCV,,zattera,,,,,,,1
1176,1,1,zebra,z,2,s.,2,2,2,ze,bra,,,,,crebra,zestro,Durante il safari fatto abbiamo incontrato un branco di zebre sul nostro percorso,Di cos'era il branco?,Zebre,Gnu,Iene,,Le zebre hanno un manto a righe bianche e nere,Le zebre ... un manto a righe bianche e nere,HANNO,ANNO,,par_F_sing,La ... è un animale a righe bianche e nere,zebra,tigri,delfino,,,"Durante il safari fatto l'anno scorso, c'era un branco di zebre sul nostro percorso","Durante il safari fatto l'anno scorso, ... un branco di zebre sul nostro percorso",1,0,0,SI,PASSATO,c'era,c'erano,ci saranno,CVCCV,,zebra,1,,,,,,
1177,1,1,zoccoli,z,1,s.,2,10,3,zoc,co,li,,,,murcoli,zoccive,C'erano degli zoccoli abbandonati fuori da quel rifugio,Dov'erano stati abbandonati gli zoccoli?,Fuori dal rifugio,Dentro al rifugio,Fuori dalla casa,,La nonna ha degli zoccoli fatti di legno,La nonna ... degli zoccoli fatti di legno,HA,A,,par_M_plur,Gli ... della nonna sono fatti in legno di abete,pipa,tovaglie,,zoccoli,,C'erano degli zoccoli abbandonati fuori da quel rifugio,... degli zoccoli abbandonati fuori da quel rifugio,1,0,0,NO,PASSATO,c'erano,ci sono,ci saranno,CVCCVCV,,zoccoli,,,,,,,
1178,1,1,zoo,z,1,s.,3,40,2,zo,o,,,,,fao,zue,Ieri c'erano numerosi animali allo zoo,Dov'erano gli animali?,Zoo,Parco,Zii,,,,,,,,,,,,,,Ieri c'erano numerosi animali fuggirono dallo zoo,Ieri ... numerosi animali fuggirono dallo zoo,1,0,0,SI,PASSATO,c'erano,ci saranno,c'è,CVV,,zoo,,,,,,,
1179,1,1,zucca,z,1,s.,3,27,2,zuc,ca,,,,,nivca,zufue,Le zucche di Halloween sono spaventose,Come sono le zucche di Halloween?,Spaventose,Silenziose,Luminose,,Clara ha una zucca nel suo orto,Clara ... una zucca nel suo orto,HA,A,,par_F_plur,Le ... di Halloween sono spaventose,festa,zucche,,scherzi,,La scorsa estate nell'orto c'erano le zucche ,La scorsa estate nell'orto ... le zucche ,1,0,0,SI,PASSATO,c'erano,ci sono,ci saranno,CVCCV,,zucca,,1,,,1,,
1180,1,1,zucchero,z,1,s.,3,128,3,zuc,che,ro,,,,gruttero,zuccupa,C'è dello zucchero da aggiungere al caffè?,Dove posso aggiungere lo zucchero?,Nel caffè,Nella torta,Nel té,,Aggiungi lo zucchero a questa torta!,Aggiungi lo zucchero ... questa torta!,A,HA,,par_M_sing,Aggiungi lo ... a questa torta!,farina,uova,zucchero,,,C'è dello zucchero da aggiungere al caffè?,... dello zucchero da aggiungere al caffè?,0,1,0,NO,PRESENTE,c'è,ci sarà,c'era,CVCCCVCV,,zucchero,,,,,1,,
1181,1,1,zucchina,z,1,s.,2,4,3,zuc,chi,na,,,,dovvina,zuccherro,La torta salata con le zucchine di Michela ha un sapore eccezionale, Com'è la torta eccezionale?,Salata,Dolce,La zucchina,,La torta salata con le zucchine di Michela ha un sapore eccezionale,La torta salata con le zucchine di Michela ... un sapore eccezionale,HA,A,,par_F_plur,Le ... sono la sua verdura preferita,melanzana,zucchine,pomodoro,,,Questa sera per cena ci saranno le zucchine: la sua verdura preferita,Questa sera per cena ... le zucchine: la sua verdura preferita,0,0,1,NO,FUTURO,ci saranno,ci sarà,c'erano,CVCCCVCV,,zucchina,,1,,,1,,
1182,,2,zoppicare,z,1,v,2,0,4,zop,pi,ca,re,,,tozzicare,sotticare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCVCVCV,,zoppicare,,,,,,,
1183,,3,zitto,z,1,agg,1,20,2,zit,to,,,,,truto,zidro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCV,,zitto,,,,,,,
1184,,3,zoppo,z,1,agg,2,5,2,zop,po,,,,,propo,zofro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCV,,zoppo,,,,,,,
1185,1,1,zenzero,z,2,s.,4,5,3,zen,ze,ro,,,,telzero,zenzulo,Lo zenzero è la radice di una pianta,Cos'è lo zenzero?,Una radice,Una foglia,Un barbatrucco,,Alla zia piace mangiare lo zenzero disidratato a cubetti ,Alla zia piace mangiare lo zenzero disidratato ... cubetti,A,HA,,,,,,,,,,,,,,,,,,,CVCCVCV,,zenzero,,1,,,1,,
1186,,1,zappa,z,1,s.,4,6,2,zap,pa,,,,,balappa,zapiro,La zappa serve per lavorare la terra,Cosa si usa per lavorare la terra?,La zappa,La vanga,La mietitrice,,La zappa è uno strumento con un manico di legno o di ferro ,La zappa è uno strumento con un manico di legno ... di ferro ,O,HO,,,,,,,,,C'erano tante zappe nella casetta di legno in giardino ,... tante zappe nella casetta di legno in giardino,1,0,0,NO,PASSATO,c'erano,ci sono,c'era,CVCCV,,zappa,,,,,,,
1187,1,1,zerbino,z,2,s.,4,0,3,zer,bi,no,,,,colfino,zerburo,Il gatto dorme sempre sullo zerbino,Dove dorme il gatto?,Sullo zerbino,Sul tetto,In giardino,,,,,,,,,,,,,,,,,,,,,,,,CVCCVCV,,zerbino,,,,,,1,
1188,1,1,zigomo,z,2,s.,4,0,3,zi,go,mo,,,,filomo,ziguro,Lo zigomo fa parte del viso,Cosa fa parte del viso?,Lo zigomo,Il dito,L'occhio,,,,,,,,,,,,,,,,,,,,,,,,CVCVCV,,zigomo,,,1,,,,
1189,,1,zombi,z,2,s.,4,3,2,zom,bi,,,,,finbi,zonlo,Io e i miei amici ci siamo tutti vestiti da zombi per Halloween,Come ci siamo travestiti io e i miei amici? ,Da zombi,Da streghe,Da lupi,,,,,,,,,,,,,,,,,,,,,,,,CVCCV,,zombi,,,,,,,
1190,,2,zampillare,z,1,v,4,0,4,zam,pil,la,re,,,lentillare,zampattiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCVCCVCV,,zampillare,,,,,,,
1191,,3,zelante,z,2,agg s.,4,6,3,ze,lan,te,,,,patante,zelinfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCVCCV,,zelante,,,,,,,
1192,,3,zozzo,z,1,agg,4,0,2,zoz,zo,,,,,vorzo,zospo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCV,,zozzo,,,,,,,
1193,,3,zuppo,z,1,agg,4,1,2,zup,po,,,,,guspo,zutta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCV,,zuppo,,,,,,,
1194,,1,zuzzurellone,z,1,s.,4,0,5,zuz,zu,rel,lo,ne,,battarellone,zuzzereppiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCVCVCCVCV,,zuzzurellone,,,,,,,
1195,1,1,aghi,a,2,s.,3,17,2,a,ghi,,,,,uchi,aggo,La sarta aveva perso tutti gli aghi da cucito,Per cosa servono gli aghi?,Cucire,Pungere,Stampare,,,,,,,,,,,,,,C'erano tanti aghi colorati dentro il cestino da cucito della nonna,... tanti aghi colorati dentro il cestino da cucito della nonna,1,0,0,NO,PASSATO,c'erano,ci sono ,ci sarà,VCCV,,aghi,,,,,,,
1196,1,1,alpi,a,2,s.,4,59,2,al,pi,,,,,erpi,albu,Nel Nord Italia ci sono le Alpi,Dove sono le Alpi?,Nord Italia,Sud Italia,Australia,,,,,,,par_F_plur,Nel Nord Italia ci sono le ...,montagna,Alpi,,colli,,Nel Nord Italia ci sono le Alpi,Nel Nord Italia ... le Alpi,0,1,0,NO,PRESENTE,ci sono,c'erano,ci sarà,VCCV,,alpi,,,,,,,
1197,1,1,anfibi,a,2,s.,4,6,3,an,fi,bi,,,,fianbi,anfota,Gli anfibi sono stivali neri e pesanti,Cosa sono gli anfibi,Stivali,Ramarri,Strizzali,,,,,,,,,,,,,,,,,,,,,,,,VCCVCV,,anfibi,,,,1,,,
1198,1,1,becco,b,1,s.,4,18,2,bec,co,,,,,gasco,becri,Sono pochi i mammiferi col becco,I mammiferi col becco sono ...,Pochi,Nessuno,Gialli,,,,,,,,,,,,,,,,,,,,,,,,CVCCV,,becco,,,,,,,
1199,1,1,bersaglio,b,2,s.,2,65,3,ber,sa,glio,,,,gisbaglio,bersellia,Sandro tirò la freccia ma mancò il bersaglio,Sandro ... il bersaglio,Mancò,Colpì,Distrusse,,Giada è arrivata prima nella gara di tiro a bersaglio,Giada è arrivata prima nella gara di tiro ... bersaglio,A,HA,,,,,,,,,,,,,,,,,,,CVCCVCCVV,,bersaglio,,,,,,,
1200,1,1,bombe,b,2,s.,2,82,2,bom,be,,,,,gimbe,borbe,Nel gioco di Mario Bross ci sono bombe che camminano,Nel gioco ci sono bombe che ...,Camminano,Esplodono,Saltano,,,,,,,,,,,,,,,,,,,,,,,,CVCCV,,bombe,,,,,,,
1201,1,1,buccia,b,1,s.,2,20,2,buc,cia,,,,,ziccia,burcia,Pinocchio mangiò anche la buccia delle pere,Pinocchio,Mangiò,Saltò,Marinò,,La nonna con le bucce del limone prepara il limoncello o i canditi,La nonna con le bucce del limone prepara il limoncello ... i canditi,O,HO,,,,,,,,,Nella buccia della mela ci sono la maggior parte delle vitamine,Nella buccia della mela ... la maggior parte delle vitamine,0,1,0,NO,PRESENTE,ci sono,c'erano ,ci saranno,CVCCVV,,buccia,,,,,,,
1202,1,1,caraffe,c,1,s.,4,2,3,ca,raf,fe,,,,raceffe,carivva,In tavola c'è la caraffa d'acqua,Dov'è la caraffa d'acqua?,In tavola,Sul pavimento,In frigorifero,,,,,,,par_F_sing,In tavola c'è la ... d'acqua,caraffa,bottiglie,,barattoli,,In tavola c'è la caraffa dell'acqua,In tavola ... la caraffa dell'acqua,0,1,0,NO,PRESENTE,c'è,ci saranno,c'era,CVCVCCV,,caraffe,,,,,,,
1203,1,1,cavi,c,2,s.,3,29,2,ca,vi,,,,,gavi,caru,Stai attento a non pestare i cavi della corrente,Non devi pestare i,Cavi,Cave,Chiodi,,,,,,,,,,,,,,,,,,,,,,,,CVCV,,cavi,,,,,,,
1205,1,1,chiavi,c,2,s.,1,57,2,chia,vi,,,,,gheavi,chieto,Giorgia continua a perdere le chiavi di casa,Cosa continua a perdere Giorgia?,Chiavi,Porta,Chiamata,,Giorgia continua a perdere le chiavi di casa,Giorgia continua ... perdere le chiavi di casa,A,HA,,par_F_plur,Giorgia continua a perdere le ... di casa,porta,chiavi,chiavistello,,,,,,,,,,,,,CCVVCV,,chiavi,,,,,,,
1206,1,1,colombo,c,2,s.,2,110,3,co,lom,bo,,,,locimbo,colonta,Il colombo vola a beccare i chicchi di granturco,Il colombo becca i ...,Chicchi,Ricchi,Poveri,,,,,,,,,,,,,,,,,,,,,,,,CVCVCCV,,colombo,1,,,,,,
1208,1,1,datteri,d,1,s.,2,3,3,dat,te,ri,,,,gaggeri,dattobe,I datteri crescono sulle palme solo col caldo,Dove crescono i datteri?,Palme,Egitto,Caldaia,,I datteri possono essere freschi o secchi,I datteri possono essere freschi ... secchi,O,HO,,,,,,,,,L'anno scorso a Natale c'erano i datteri ripieni,L'anno scorso a Natale ... i datteri ripieni,1,0,0,SI,PASSATO,c'erano ,ci sarà,ci sono ,CVCCVCV,,datteri,,1,,,1,,
1209,1,1,dolce,d,2,s.,1,232,2,dol,ce,,,,,vilce,dolti,Gli ospiti hanno portato il dolce,Cosa hanno portato gli ospiti?,Dolce,Succo,Docce,,Gli ospiti hanno portato il dolce,Gli ospiti ... portato il dolce,HANNO,ANNO,,par_M_plur,Gli ... hanno portato il dolce,ragazza,,cameriere,ospiti,,A fine pasto ci sarà un dolce ai mirtilli,A fine pasto ... un dolce ai mirtilli,0,0,1,NO,FUTURO,ci sarà,c'era,ci sono,CVCCV,,dolce,,,,,1,,
1210,1,1,dune,d,2,s.,4,10,2,du,ne,,,,,gane,duba,Il cammello è bravo a non perdersi fra le dune,Il cammello è ...,Bravo,Giallo,Assetato,,,,,,,,,,,,,,,,,,,,,,,,CVCV,,dune,,,,,,,
1211,1,1,elfi,e,2,s.,4,5,2,el,fi,,,,,arfi,elto,Gli elfi lasciarono il grande magazzino e tornarono nel bosco,Cosa lasciarno gli elfi?,grande magazzino,Cappelli,Bosco,,Gli elfi di Babbo Natale sono vestiti di rosso o di verde,Gli elfi di Babbo Natale sono vestiti di rosso ... di verde,O,HO,,,,,,,,,Il prossimo anno ci saranno tanti elfi che aiuteranno Babbo Natale ,Il prossimo anno ... tanti elfi che aiuteranno Babbo Natale ,0,0,1,SI,FUTURO,ci saranno,ci sarà,ci sono,VCCV,,elfi,,,,,,,
1213,1,1,ferro,f,1,s.,1,200,2,fer,ro,,,,,besro,fersa,Ad Ettore è caduto un martello su un piede,Cos'è caduto ad Ettore?,Martello,Rastrello,Piede,,,,,,,,,,,,,,,,,,,,,,,,CVCCV,,ferro,,,,,,,
1214,1,1,fetta,f,1,s.,3,60,2,fet,ta,,,,,lutta,feffo,Alessia insisteva per avere due fette di dolce,Alessia ...,Insisteva,Aveva,Mangiava,,,,,,,,,,,,,,,,,,,,,,,,CVCCV,,fetta,,,,,,,
1215,1,1,fibbia,f,1,s.,2,1,2,fib,bia,,,,,turbia,fippio,Le cinture possono avere o non avere la fibbia ,Cosa pùò avere la fibbia?,Cinture,Borse,Orologi,,,,,,,,,,,,,,,,,,,,,,,,CVCCVV,,fibbia,,,,1,,,
1216,1,1,frange,f,2,s.,2,19,2,fran,ge,,,,,trunge,frasta,La giacca del cantante pop aveva le frange molto lunghe,Cosa aveva le frange?,Giacca,Cantante,Pubblico,,,,,,,,,,,,,,,,,,,,,,,,CCVCCV,,frange,,,,,,,
1217,1,1,funghi,f,2,s.,3,27,2,fun,ghi,,,,,gischi,funcia,Il nonno ha cucinato i funghi fritti,Cos'ha cucinato il nonno?,Funghi,Patatine,Calzoni,,Il nonno ha cucinato i funghi fritti,Il nonno ... cucinato i funghi fritti,HA,A,,par_M_plur,Il nonno ha cucinato i ... fritti,zucchina,patatine,,funghi,,,,,,,,,,,,CVCCCV,,funghi,,,,,1,,
1218,1,1,fiocchi,f,1,s.,2,22,2,fioc,chi,,,,,vricchi,fiogghe,A Natale cadevano dal cielo gossi fiocchi di neve,A Natale ...,Cadevano,Cadono,Cadranno,,La mamma ha preparato dei biscotti a forma di fiocco di neve,La mamma ha preparato dei biscotti ... forma di fiocco di neve,A,HA,,,,,,,,,Ieri c'era un fiocco rosa sulla porta di casa dei vicini,Ieri ... un fiocco rosa sulla porta di casa dei vicini,1,0,0,SI,PASSATO,c'era,c'erano,ci sono,CVVCCCV,,fiocchi,,,,,,,
1219,1,1,gambe,g,2,s.,1,252,2,gam,be,,,,,cembe,ganta,Per il peso eccessivo si ruppe una gamba del tavolo,Si ... una zampa del tavolo,Ruppe,Spezzò,Aggiustò,,,,,,,,,,,,,,,,,,,,,,,,CVCCV,,gambe,,,1,,,,
1220,1,1,gambo,g,2,s.,2,6,2,gam,bo,,,,,brembo,gammu,Tagliai il gambo del fiore per metterlo nel vaso,Cosa feci al gambo?,Tagliai,Tolsi,Mangiai,,,,,,,,,,,,,,,,,,,,,,,,CVCCV,,gambo,,1,,,,,
1221,1,1,ghepardo,g,2,s.,4,0,3,ghe,par,do,,,,quelardo,ghebirbo,Il ghepardo è il felino più veloce della terra,Il ghepardo è ...,Veloce,Giallo,Terra,,,,,,,,,,,,,,,,,,,,,,,,CCVCVCCV,,ghepardo,1,,,,,,
1222,1,1,gheriglio,g,2,s.,4,0,3,ghe,ri,glio,,,,chiraglio,gherochia,Della noce si mangia solo il gheriglio,Il gheriglio:,Si mangia,Si butta,E' il guscio,,,,,,,,,,,,,,,,,,,,,,,,CCVCVCCVV,,gheriglio,,,,,1,,
1223,1,1,gobba,g,1,s.,4,2,2,gob,ba,,,,,fibba,gobre,Il cammello non ha una ma due gobbe,Il cammello ha due ...,Gobbe,Zampe,Orecchie,,,,,,,,,,,,,,,,,,,,,,,,CVCCV,,gobba,,,1,,,,
1224,1,1,gregge,g,1,s.,4,13,2,greg,ge,,,,,pragge,gressa,Il lupo cerca di mangiare le pecore del gregge,Chi compone il gregge?,Pecore,Lupo,Cane,,,,,,,,,,,,,,,,,,,,,,,,CCVCCV,,gregge,,,,,,,
1225,1,1,giraffa,g,1,s.,2,3,3,gi,raf,fa,,,,ragiffa,giratto,Il mantello della giraffa è maculato ,Il mantello della giraffa è...,Maculato,Tappezzato,Colorato,,Le giraffe hanno un collo lungo,Le giraffe ... un collo lungo ,HANNO ,ANNO,,par_F_plur,Le ... mangiano le foglie degli alberi che trovano lungo il loro percorso ,giraffa,giraffe,,elefanti,,Allo zoo c'erano tante giraffe che avevano attirato l'attenzione dei turisti,Allo zoo ... tante giraffe che avevano attirato l'attenzione dei turisti,1,0,0,NO,PASSATO,c'erano,ci saranno ,ci sono ,CVCVCCV,,giraffa,1,,,,,,
1226,1,1,gengiva,g,2,s.,2,0,3,gen,gi,va,,,,fergiva,fenvagi,Valerio aveva un gran male alla gengiva,A Valerio faceva male ...,La gengiva,Il dentista,Il dente,,,,,,,,,,,,,,,,,,,,,,,,CVCCVCV,,gengiva,,,1,,,,
1228,1,1,gemelli,g,1,s.,3,64,3,ge,mel,li,,,,mefelli,gemotti,Tommaso e Niccolò erano due gemelli ma avevano il naso diverso,Tommaso e Niccolò avevano diverso ...,Il naso,I gemelli,Gli occhi,,,,,,,,,,,,,,,,,,,,,,,,CVCVCCV,,gemelli,,,,,,,
1229,1,1,locanda,l,2,s.,2,15,3,lo,can,da,,,,bovenda,locasba,I musicanti di Brema si fermarono a dormire alla locanda,I musicanti si fermarono a ...,Dormire,Riposare,Suonare,,,,,,,,,,,,,,,,,,,,,,,,CVCVCCV,,locanda,,,,,,,
1230,1,1,lombrico,l,2,s.,4,2,3,lom,bri,co,,,,tinbrico,lombagi,I lombrichi rendono la terra più fertile per le piante,La terra coi lombrichi è più,Fertile,Marrone,Verde,,,,,,,,,,,,,,,,,,,,,,,,CVCCCVCV,,lombrico,1,,,,,,
1231,1,1,macachi,m,2,s.,4,0,3,ma,ca,chi,,,,camachi,macoghe,I macachi amano dondolarsi con le gambe dagli alberi,I macachi ... dondolarsi,Amano,Odiano,Banane,,,,,,,,,,,,,,,,,,,,,,,,CVCVCCV,,macachi,1,,,,,,
1232,1,1,muffa,m,1,s.,4,6,2,muf,fa,,,,,firfa,mullo,Per l'umidità sotto le foglie si formava la muffa,La muffa era ...,Sotto le foglie,Sopra le foglie,Accanto alle foglie,,Il gorgonzola è un formaggio con una particolare muffa a striature blu,Il gorgonzola è un formaggio con una particolare muffa ... striature blu,A,HA,,,,,,,,,Sulle pareti delle vecchia casa c'era un sacco di muffa,Sulle pareti delle vecchia casa ... un sacco di muffa,1,0,0,NO,PASSATO,c'era,ci sono,ci sarà,CVCCV,,muffa,,,,,,,
1233,1,1,neo,n,2,s.,2,79,2,ne,o,,,,,sio,neu,Mi ricordo che Gianni aveva un neo sulla fronte,Il neo era sulla ...,Fronte,Guancia,Giacca,,,,,,,,,,,,,,,,,,,,,,,,CVV,,neo,,,1,,,,
1234,1,1,nebbia,n,1,s.,3,77,2,neb,bia,,,,,vobbia,neppio,La nebbia copriva le colline e rendeva il paesaggio lugubre,La nebbia copriva le ...,Colline,Montagne,Lasagne,,La nebbia si forma quando una nuvola si trova a contatto con il suolo,La nebbia si forma quando una nuvola si trova ... contatto con il suolo,A,HA,,,,,,,,,Ieri mattina c'era una nebbia fitta,Ieri mattina ... una nebbia fitta,1,0,0,SI,PASSATO,c'era,c'è,ci sono,CVCCVV,,nebbia,,,,,,,
1235,1,1,numeri,n,2,s.,1,151,3,nu,me,ri,,,,pineri,numagi,Non mi piacciono per niente gli indovinelli con i numeri,Non mi piacciono gli ...,Indovinelli,Ritornelli,Polpastrelli,,,,,,,,,,,,,,,,,,,,,,,,CVCVCV,,numeri,,,,,,,
1236,1,1,ninfea,n,2,s.,4,0,3,nin,fe,a,,,,rirfea,ninsie,Le ninfee galleggiano sull'acqua,Dove galleggiano le ninfee?,Sull'acqua,Nel laghetto,In piscina,,Le ninfee hanno le foglie di forma rotonda,Le ninfee ... le foglie di forma rotonda,HANNO,ANNO,,par_F_plur,Le ... hanno dei fiori molto colorati,quercia,ninfee,albicocco,,,Nello stagno vicino a casa ci sono tante ninfee,Nello stagno vicino a casa ... tante ninfee,0,1,0,NO,PRESENTE,ci sono ,c'era,c'erano,CVCCVV,,ninfea,,1,,,,,
1238,1,1,razze,r,1,s.,3,29,2,raz,ze,,,,,rinze,raffe,Le razze sono dei pesci dalla forma davvero bizzarra,Le razze sono ...,Pesci,Missili,Rettili,,,,,,,,,,,,,,,,,,,,,,,,CVCCV,,razze,1,,,,,,
1239,1,1,razzi,r,1,s.,2,20,2,raz,zi,,,,,verzi,rasso,I razzi esplosero nel cielo per il capodanno facendo una gran confusione,I razzi esplosero ...,Nel cielo,Di notte,Improvvisamente,,,,,,,,,,,,,,,,,,,,,,,,CVCCV,,razzi,,,,,,,
1240,1,1,pupazzo,p,1,s.,2,7,3,pu,paz,zo,,,,nubizzo,pupirra,Il mio pupazzo preferito era una scimmia bianca col naso grosso,Il mio pupazzo preferito era una ...,Scimmia,Gozzilla,Scimitarra,,,,,,,par_M_sing,Il ... di neve è ormai sciolto,,bambole,pupazzo,orsacchiotti,,,,,,,,,,,,CVCVCCV,,pupazzo,,,,,,,
